"SNDB_record_number","SNDB_study_number","notes","latitude","longitude","elevation_m","MAT","MAP","climate_type","biome_name","treatment","treatment_level","lyr_top","lyr_btm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","SOC","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"3759","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2013","bulk soil",,,,,,4400,,,,,,,,,,,,,,
"3760","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2013","bulk soil",,,,,,2400,,,,,,,,,,,,,,
"3761","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2013","bulk soil",,,,,,1700,,,,,,,,,,,,,,
"3762","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2014","bulk soil",,,,,,3800,,,,,,,,,,,,,,
"3763","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2014","bulk soil",,,,,,1300,,,,,,,,,,,,,,
"3764","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2014","bulk soil",,,,,,2200,,,,,,,,,,,,,,
"3765","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2015","bulk soil",,,,,,5100,,,,,,,,,,,,,,
"3766","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2015","bulk soil",,,,,,3400,,,,,,,,,,,,,,
"3767","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2015","bulk soil",,,,,,3700,,,,,,,,,,,,,,
"3768","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2016","bulk soil",,,,,,2400,,,,,,,,,,,,,,
"3769","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2016","bulk soil",,,,,,1800,,,,,,,,,,,,,,
"3770","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2016","bulk soil",,,,,,1800,,,,,,,,,,,,,,
"3771","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2017","bulk soil",,,,,,2200,,,,,,,,,,,,,,
"3772","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2017","bulk soil",,,,,,2400,,,,,,,,,,,,,,
"3773","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2017","bulk soil",,,,,,3000,,,,,,,,,,,,,,
"3774","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2018","bulk soil",,,,,,3900,,,,,,,,,,,,,,
"3775","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2018","bulk soil",,,,,,2200,,,,,,,,,,,,,,
"3776","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2018","bulk soil",,,,,,2300,,,,,,,,,,,,,,
"3777","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2019","bulk soil",,,,,,6400,,,,,,,,,,,,,,
"3778","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2019","bulk soil",,,,,,6100,,,,,,,,,,,,,,
"3779","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2019","bulk soil",,,,,,6100,,,,,,,,,,,,,,
"3780","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","0","10",,,"forest",,,"2020","bulk soil",,,,,,5700,,,,,,,,,,,,,,
"3781","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","0","10",,,"forest",,,"2020","bulk soil",,,,,,6000,,,,,,,,,,,,,,
"3782","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","0","10",,,"forest",,,"2020","bulk soil",,,,,,4200,,,,,,,,,,,,,,
"3783","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2013","bulk soil",,,,,,2800,,,,,,,,,,,,,,
"3784","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2013","bulk soil",,,,,,2600,,,,,,,,,,,,,,
"3785","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2013","bulk soil",,,,,,2700,,,,,,,,,,,,,,
"3786","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2014","bulk soil",,,,,,4100,,,,,,,,,,,,,,
"3787","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2014","bulk soil",,,,,,1800,,,,,,,,,,,,,,
"3788","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2014","bulk soil",,,,,,2500,,,,,,,,,,,,,,
"3789","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2015","bulk soil",,,,,,2900,,,,,,,,,,,,,,
"3790","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2015","bulk soil",,,,,,3100,,,,,,,,,,,,,,
"3791","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2015","bulk soil",,,,,,3800,,,,,,,,,,,,,,
"3792","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2016","bulk soil",,,,,,3100,,,,,,,,,,,,,,
"3793","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2016","bulk soil",,,,,,2000,,,,,,,,,,,,,,
"3794","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2016","bulk soil",,,,,,2500,,,,,,,,,,,,,,
"3795","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2017","bulk soil",,,,,,2300,,,,,,,,,,,,,,
"3796","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2017","bulk soil",,,,,,2500,,,,,,,,,,,,,,
"3797","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2017","bulk soil",,,,,,2600,,,,,,,,,,,,,,
"3798","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2018","bulk soil",,,,,,2500,,,,,,,,,,,,,,
"3799","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2018","bulk soil",,,,,,2900,,,,,,,,,,,,,,
"3800","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2018","bulk soil",,,,,,2800,,,,,,,,,,,,,,
"3801","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2019","bulk soil",,,,,,6200,,,,,,,,,,,,,,
"3802","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2019","bulk soil",,,,,,5700,,,,,,,,,,,,,,
"3803","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2019","bulk soil",,,,,,5800,,,,,,,,,,,,,,
"3804","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","10","20",,,"forest",,,"2020","bulk soil",,,,,,6100,,,,,,,,,,,,,,
"3805","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","10","20",,,"forest",,,"2020","bulk soil",,,,,,5900,,,,,,,,,,,,,,
"3806","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","10","20",,,"forest",,,"2020","bulk soil",,,,,,4100,,,,,,,,,,,,,,
"3807","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2013","bulk soil",,,,,,1900,,,,,,,,,,,,,,
"3808","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2013","bulk soil",,,,,,1900,,,,,,,,,,,,,,
"3809","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2013","bulk soil",,,,,,2300,,,,,,,,,,,,,,
"3810","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2014","bulk soil",,,,,,2100,,,,,,,,,,,,,,
"3811","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2014","bulk soil",,,,,,1500,,,,,,,,,,,,,,
"3812","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2014","bulk soil",,,,,,1700,,,,,,,,,,,,,,
"3813","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2015","bulk soil",,,,,,2600,,,,,,,,,,,,,,
"3814","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2015","bulk soil",,,,,,2000,,,,,,,,,,,,,,
"3815","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2015","bulk soil",,,,,,2300,,,,,,,,,,,,,,
"3816","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2016","bulk soil",,,,,,1300,,,,,,,,,,,,,,
"3817","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2016","bulk soil",,,,,,1300,,,,,,,,,,,,,,
"3818","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2016","bulk soil",,,,,,1600,,,,,,,,,,,,,,
"3819","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2017","bulk soil",,,,,,1400,,,,,,,,,,,,,,
"3820","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2017","bulk soil",,,,,,1400,,,,,,,,,,,,,,
"3821","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2017","bulk soil",,,,,,1400,,,,,,,,,,,,,,
"3822","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2018","bulk soil",,,,,,1800,,,,,,,,,,,,,,
"3823","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2018","bulk soil",,,,,,1000,,,,,,,,,,,,,,
"3824","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2018","bulk soil",,,,,,1200,,,,,,,,,,,,,,
"3825","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2019","bulk soil",,,,,,4100,,,,,,,,,,,,,,
"3826","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2019","bulk soil",,,,,,4000,,,,,,,,,,,,,,
"3827","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2019","bulk soil",,,,,,4000,,,,,,,,,,,,,,
"3828","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","Control","20","40",,,"forest",,,"2020","bulk soil",,,,,,4400,,,,,,,,,,,,,,
"3829","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus1.0°C","20","40",,,"forest",,,"2020","bulk soil",,,,,,4000,,,,,,,,,,,,,,
"3830","206",,23.174,112.536,,21.99,1715.28,"temperate","Tropical & Subtropical Moist Broadleaf Forests","warming","plus2.1°C","20","40",,,"forest",,,"2020","bulk soil",,,,,,3400,,,,,,,,,,,,,,
"3831","213",,36.5,80.5,"1707",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"0","10",,"Gray Desert Soil","desert",,"Calligonum roborovskii, Reaumuria soongorica, and Sympegma regelii","2022",,,30,2,15,,334.3,244.3,90,,,,,,,,,,,,
"3832","213",,36.5,80.5,"1960",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"0","10",,"Gray Desert Soil","desert",,"Calligonum roborovskii, Reaumuria soongorica, and Sympegma regelii","2022",,,30,2,15,,334.3,244.3,90,,,,,,,,,,,,
"3833","213",,36.5,80.5,"2448",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"0","10",,"Gray Desert Soil","desert",,"Calligonum roborovskii, Reaumuria soongorica, and Sympegma regelii","2022",,,50,1,25,,482.2,437.2,45,,,,,,,,,,,,
"3834","213","ecosystem = steppe",36.5,80.5,"2905",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"0","10",,"Brown Calcic Soil","grassland",,"Stipa capillata, Seriphidium rhodanthum, and Achnatherum splendens","2022",,,150,6,40,,1543,1273,270,,,,,,,,,,,,
"3835","213","ecosystem = steppe",36.5,80.5,"3248",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"0","10",,"Chernozem","grassland",,"Stipa purpurea, Kobresia filifolia, and Potentilla","2022",,,180,13,70,,2038.1,1453.1,585,,,,,,,,,,,,
"3836","213","ecosystem = steppe",36.5,80.5,"3548",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"0","10",,"Chernozem","grassland",,"Stipa purpurea, Kobresia filifolia, and Potentilla","2022",,,900,45,300,,9547.3,7522.3,2025,,,,,,,,,,,,
"3837","213",,36.5,80.5,"1707",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"10","30",,"Gray Desert Soil","desert",,"Calligonum roborovskii, Reaumuria soongorica, and Sympegma regelii","2022",,,30,3,15,,366.5,231.5,135,,,,,,,,,,,,
"3838","213",,36.5,80.5,"1960",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"10","30",,"Gray Desert Soil","desert",,"Calligonum roborovskii, Reaumuria soongorica, and Sympegma regelii","2022",,,30,2,15,,334.3,244.3,90,,,,,,,,,,,,
"3839","213",,36.5,80.5,"2448",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"10","30",,"Gray Desert Soil","desert",,"Calligonum roborovskii, Reaumuria soongorica, and Sympegma regelii","2022",,,40,2,25,,424.3,334.3,90,,,,,,,,,,,,
"3840","213","ecosystem = steppe",36.5,80.5,"2905",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"10","30",,"Brown Calcic Soil","grassland",,"Stipa capillata, Seriphidium rhodanthum, and Achnatherum splendens","2022",,,120,6,40,,1273,1003,270,,,,,,,,,,,,
"3841","213","ecosystem = steppe",36.5,80.5,"3248",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"10","30",,"Chernozem","grassland",,"Stipa purpurea, Kobresia filifolia, and Potentilla","2022",,,150,14,65,,1800.3,1170.3,630,,,,,,,,,,,,
"3842","213","ecosystem = steppe",36.5,80.5,"3548",-0.43,41.2,"arid","Montane Grasslands & Shrublands",,,"10","30",,"Chernozem","grassland",,"Stipa purpurea, Kobresia filifolia, and Potentilla","2022",,,600,28,275,,6300.6,5040.6,1260,,,,,,,,,,,,
"3843","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,7000,,,,,,"25.5",,,"6.85",,,,
"3844","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,7000,,,,,,"25",,,"6.9",,,,
"3845","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,6500,,,,,,"21.5",,,"7",,,,
"3846","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,7000,,,,,,"24.5",,,"7",,,,
"3847","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,6000,,,,,,"22.5",,,"7.1",,,,
"3848","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,6500,,,,,,"24",,,"7.1",,,,
"3849","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,6500,,,,,,"21",,,"7.15",,,,
"3850","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,6000,,,,,,"22",,,"7.2",,,,
"3851","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,6800,,,,,,"23",,,"7.2",,,,
"3852","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,5500,,,,,,"23.5",,,"7.25",,,,
"3853","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,5500,,,,,,"20",,,"7.3",,,,
"3854","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,6300,,,,,,"24",,,"7.3",,,,
"3855","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,5000,,,,,,"21",,,"7.35",,,,
"3856","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,5800,,,,,,"22",,,"7.35",,,,
"3857","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,4500,,,,,,"21.5",,,"7.4",,,,
"3858","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,5000,,,,,,"23",,,"7.4",,,,
"3859","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,4500,,,,,,"20.5",,,"7.45",,,,
"3860","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,5300,,,,,,"22.5",,,"7.45",,,,
"3861","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,3900,,,,,,"19.5",,,"7.5",,,,
"3862","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,4500,,,,,,"20",,,"7.5",,,,
"3863","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,4000,,,,,,"18.5",,,"7.55",,,,
"3864","198",,31.5,120.55,,16.54,1042.8,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","20",,"Gleyic Stagnic Anthrosol","cropland",,,"2020",,,,,,,,4700,,,,,,"19",,,"7.55",,,,
"3865","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","Control","0","20",,,"cropland",,,,,,400,31,320,,4597.1,3202.1,1395,,,,,"8.78",,"0.8","7.7",,,,
"3866","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PLA1: Biodegradable MPs","0","20",,,"cropland",,,,,,360,23,300,,3979.7,2944.7,1035,,,,,"7.44",,"0.57","7.88",,,,
"3867","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PLA2: Biodegradable MPs","0","20",,,"cropland",,,,,,360,24,300,,4011.9,2931.9,1080,,,,,"7.71",,"0.61","7.92",,,,
"3868","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PLA3: Biodegradable MPs","0","20",,,"cropland",,,,,,320,22,280,,3587.6,2597.6,990,,,,,"9.25",,"0.65","7.92",,,,
"3869","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PLA4: Biodegradable MPs","0","20",,,"cropland",,,,,,430,27,340,,4738.4,3523.4,1215,,,,,"9.85",,"0.64","7.91",,,,
"3870","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PLA5: Biodegradable MPs","0","20",,,"cropland",,,,,,300,23,260,,3439.7,2404.7,1035,,,,,"10.3",,"0.77","7.55",,,,
"3871","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PE1: Non-degradable MPs","0","20",,,"cropland",,,,,,360,36,300,,4397.9,2777.9,1620,,,,,"8.36",,"0.62","7.5",,,,
"3872","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PE2: Non-degradable MPs","0","20",,,"cropland",,,,,,350,28,310,,4050.6,2790.6,1260,,,,,"9.35",,"0.48","8.02",,,,
"3873","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PE3: Non-degradable MPs","0","20",,,"cropland",,,,,,370,36,320,,4487.9,2867.9,1620,,,,,"9.9",,"0.5","8",,,,
"3874","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PE4: Non-degradable MPs","0","20",,,"cropland",,,,,,340,24,280,,3831.9,2751.9,1080,,,,,"11",,"0.55","8.12",,,,
"3875","214",,40.191,116.593,,12.61,556.88,"cold/snow","Temperate Broadleaf & Mixed Forests","microplastics","PE5: Non-degradable MPs","0","20",,,"cropland",,,,,,260,18,220,,2918.9,2108.9,810,,,,,"11",,"0.44","8.06",,,,
"3876","203","ecosystem = natural",,,,,,,,"salinity","Non-saline","0","20",,,"other",,,"2022","bulk soil",,,,,,1310,1120,190,,,,,,,,,,,,
"3877","203",,,,,,,,,"salinity","Non-saline","0","20",,,"cropland",,,"2022","bulk soil",,,,,,3170,2730,440,,,,,,,,,,,,
"3878","203","ecosystem = natural",,,,,,,,"salinity","Saline","0","20",,,"other",,,"2022","bulk soil",,,,,,1300,840,460,,,,,,,,,,,,
"3879","203",,,,,,,,,"salinity","Saline","0","20",,,"cropland",,,"2022","bulk soil",,,,,,2770,1750,1020,,,,,,,,,,,,
"3880","217",,28.367,112.1,,16.89,1451.07,"temperate","Tropical & Subtropical Moist Broadleaf Forests","amendment","Control","0","10",,"Hydragric Anthrosol","cropland",,,"2017",,,,,,,9800,5200,4600,,,,,,,,,,,,
