SNDB_record_number,SNDB_study_number,notes,Latitude,Longitude,lat_lon_notes,elevation_m,MAT,MAP,ClimateTypes,biome_name,treatment,treatment_level,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,plant_species,year_sampled,fraction_scheme,aggregate_size,gluN,murA,galN,manN,microbial_necromass_C,fungal_necromass_C,bacterial_necromass_C,bacterial_biomass_C,fungal_biomass_C,microbial_biomass_C,microbial_biomass_N,soc,soil_C,soil_N,pH,pH_method,clay,silt,sand
11,166,,40.14,-96.98,,422,11.22,765.49,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,Entic Argiudolls,grassland,,,,bulk soil,,901,52,546,45,9781.471759,7441.471759,2340,,,,,,15.6,1.4,,,25.9,30.2,43.9
12,166,,41.44,-96.43,,357,9.9,750.48,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,Pachic Argiudolls,grassland,,,,bulk soil,,886,60,396,47,9903.775106,7203.775106,2700,,,,,,15,1.57,,,32.2,15.9,51.9
13,166,,38.37,-95.42,,309,13.65,1029.41,temperate,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,Mollic Albaqualfs,grassland,,,,bulk soil,,804,30,313,37,8200.887553,6850.887553,1350,,,,,,10.1,1.54,,,15.5,46.7,37.8
14,166,,33.3,-103.36,,1244,14.77,411.84,arid,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,Aridic Paleustalfs,grassland,,,,bulk soil,,160,12,70,4,1825.955021,1285.955021,540,,,,,,4.26,0.47,,,11.3,2,86.7
15,166,,32.82,-98.47,,337,18.73,757.98,temperate,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,Udertic Paleustolls,grassland,,,,bulk soil,,423,28,201,14,4707.561716,3447.561716,1260,,,,,,12.9,0.99,,,27.3,13.4,59.3
16,166,,31.72,-94.59,,133,18.51,1165.29,temperate,Temperate Conifer Forests,,,0,10,,Typic Argiaquolls,grassland,,,,bulk soil,,676,31,260,18,7081.050472,5686.050472,1395,,,,,,11.5,1.04,,,22.2,17.9,59.9
17,166,,30.19,-97.05,,167,19.94,902.28,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Pachic Argiustolls,grassland,,,,bulk soil,,244,9,122,6,2485.466266,2080.466266,405,,,,,,11.2,0.89,,,27.9,8.4,63.7
18,165,,52.26,13.13,,167,9.05,561.79,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,,grassland,,,,bulk soil,,830,64,,,9528.42678,6648.42678,2880,,,344,,,16.3,1.7,6.9,,17,77,6
19,164,,51.283,9.983,,,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,farming management,OFM,0,20,,Eutric Cambisols,cropland,,,,bulk soil,,317,27.2,,,3727.831382,2503.831382,1224,1224,2503.77,,,14.4,,1.23,7.8,water,14.1,41.6,44.3
20,164,,51.317,9.867,,,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,farming management,CFM,0,20,,Eutric Cambisols,cropland,,,,bulk soil,,316,24.2,,,3622.342626,2533.342626,1089,1089,2533.29,,,10.6,,1.12,7.9,water,17.5,45.8,36.7
21,163,,51.25,4.767,,,10.19,800.05,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Luvisols,grassland,,,,bulk soil,,885,26,299,,8801.235879,7631.235879,1170,1170,7631.18,,,,21,2,6.32,,2.5,4.5,93
22,162,,50.617,3.567,,,10.09,760.28,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Luvisols,cropland,,,,bulk soil,,164,11,77,,1829.792103,1334.792103,495,1151.55,3016.47,,,11.3,,1.1,,,17.3,66.5,16.2
23,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,20,,,grassland,,,,aggregate,0.250-2mm,6200,300,2500,140,65448.87553,51948.87553,13500,,,,,,,,,,,,
24,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,20,,,grassland,,,,aggregate,0.02-0.250mm,7100,400,3200,800,76765.16738,58765.16738,18000,,,,,,,,,,,,
25,161,"FNC is negative, but AS values are correct (as reported in the text)",40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,20,,,grassland,,,,aggregate,0.002-0.02mm,3200,3100,1400,1600,139500,0,139500,,,,,,,,,,,,
26,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,20,,,grassland,,,,aggregate,<0.002mm,12000,4300,6900,400,246300.5493,52800.5493,193500,,,,,,,,,,,,
27,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,1.5,litter,,forest,,,,bulk soil,,5600,2000,700,1400,114725.8369,24725.83688,90000,,,,,465.7,465.7,11.5,,,,,
28,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,1.5,4.5,Of,,forest,,,,bulk soil,,11200,2600,5800,300,184423.5879,67423.58795,117000,,,,,340.3,340.3,15.5,7.1,CaCl2,,,
29,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,4.5,6.5,Oh,,forest,,,,bulk soil,,11400,2200,6000,300,173358.4206,74358.42057,99000,,,,,258.6,258.6,13.2,7.2,CaCl2,,,
30,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,6.5,16.5,A,,forest,,,,bulk soil,,4800,1300,2500,600,85011.79397,26511.79397,58500,,,,,130.8,130.8,8.6,7,CaCl2,15.5,44.1,35.4
31,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,10,,,forest,,,,aggregate,0.250-2mm,5100,1200,2400,700,84495.50213,30495.50213,54000,,,,,130.8,130.8,,,,,,
32,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,10,,,forest,,,,aggregate,0.02-0.250mm,6600,2600,2400,2700,143023.5879,26023.58795,117000,,,,,130.8,130.8,,,,,,
33,161,"FNC is negative, but AS values are correct (as reported in the text)",40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,10,,,forest,,,,aggregate,0.002-0.02mm,4100,3600,2300,800,162000,0,162000,,,,,130.8,130.8,,,,,,
34,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,10,,,forest,,,,aggregate,<0.002mm,11100,4900,6000,300,257498.3004,36998.30036,220500,,,,,130.8,130.8,,,,,,
35,161,,40.02,72.39,"lat-lon of Sui Checti Valley, Kyrgyzia",2900,10.92,236.51,arid,Montane Grasslands & Shrublands,,,0,10,A,,grassland,,,,bulk soil,,7100,500,3500,300,79981.45922,57481.45922,22500,,,,,87.7,87.7,11.5,5.6,CaCl2,19.9,45.3,27.5
36,160,,41.517,123.4,"lat-lon of Sui Checti Valley, Kyrgyzia",,8.39,695.67,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,,cropland,,,,bulk soil,,495,15,,,4937.443777,4262.443777,675,675,4262.41,,,10.02,,1.21,3.51,,4.4,,
37,160,,43.6,124.667,"lat-lon of Sui Checti Valley, Kyrgyzia",,5.98,578.92,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,,cropland,,,,bulk soil,,572.23,35.3,,,6285.421021,4696.921021,1588.5,1588.5,4696.85,,,12.51,,1.52,6,,,,
38,159,,41.31,123.24,,55,8.18,795.71,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Alfisols,cropland,,,,bulk soil,,690,37,103,,7400.027982,5735.027982,1665,,,,,,11.37,1.21,6,,,,
39,159,,41.31,123.24,,55,8.18,795.71,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Alfisols,cropland,,,,bulk soil,,549,29,249,,5873.724635,4568.724635,1305,,,,,,11.37,1.21,6,,,,
40,158,,51.46,9.98,,228,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,straw,control,0,10,,,cropland,,,1999,bulk soil,,600,31,,,6397.050472,5002.050472,1395,314,,,,,12,1.1,6.9,water,12,14,74
41,158,,51.46,9.98,,228,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,straw,maize straw,0,10,,,cropland,,,1999,bulk soil,,680,41,,,7438.679656,5593.679656,1845,393,,,,,,,6.9,water,12,14,74
42,158,,51.46,9.98,,228,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,straw,extracted maize straw,0,10,,,cropland,,,1999,bulk soil,,740,36,,,7817.865064,6197.865064,1620,322,,,,,,,6.9,water,12,14,74
43,158,,51.46,9.98,,228,7.08,684.49,temperate,Temperate Broadleaf & Mixed Forests,straw,fumigated + extracted maize,0,10,,,cropland,,,1999,bulk soil,,680,35,,,7245.702145,5670.702145,1575,324,,,,,,,6.9,water,12,14,74
44,157,,47.5,7.55,,301,9,1089.28,temperate,Temperate Broadleaf & Mixed Forests,manure,biodynamic organic,0,5,,Haplic Luvisol,cropland,,,,bulk soil,,780,68,300,,9207.078454,6147.078454,3060,3,6.2,,,16,,2,5.8,0.1 M KCl,,,
45,157,,47.5,7.55,,301,9,1089.28,temperate,Temperate Broadleaf & Mixed Forests,manure,bioorganic,0,5,,Haplic Luvisol,cropland,,,,bulk soil,,740,60,260,,8589.775106,5889.775106,2700,2.7,5.9,,,14.4,,1.8,5.4,0.1 M KCl,16,72,12
46,157,,47.5,7.55,,301,9,1089.28,temperate,Temperate Broadleaf & Mixed Forests,manure,conventional1,0,5,,Haplic Luvisol,cropland,,,,bulk soil,,710,55,230,,8158.960514,5683.960514,2475,2.5,5.7,,,13.5,,1.9,5.3,0.1 M KCl,16,72,12
47,157,,47.5,7.55,,301,9,1089.28,temperate,Temperate Broadleaf & Mixed Forests,manure,conventional2,0,5,,Haplic Luvisol,cropland,,,,bulk soil,,660,45,210,,7387.33133,5362.33133,2025,2,5.4,,,12.3,,,4.5,0.1 M KCl,,,
48,156,,52.25,10.25,,90,9,697.7,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Planosols,forest,,,,bulk soil,,2730,210,1840,160,31324.21287,21874.21287,9450,,,610,,,59.9,4.3,3.9,,15,77,8
49,156,,52.25,10.25,,90,9,697.7,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Planosols,forest,,,,bulk soil,,2640,140,1550,49,28262.80858,21962.80858,6300,,,520,,,58,2.4,3.9,,6,39,55
50,156,,52.25,10.25,,90,9,697.7,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Gleysols,cropland,,,,bulk soil,,1180,140,690,33,15122.80858,8822.808582,6300,,,450,,,18.6,1.8,7,,35,55,10
51,156,,52.25,10.25,,90,9,697.7,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Gleysols,cropland,,,,bulk soil,,1190,117,840,,14473.06146,9208.061458,5265,,,360,,,15.1,1.4,7.3,,34,56,10
52,156,,52.25,10.25,,90,9,697.7,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Gleysols,cropland,,,,bulk soil,,1400,110,910,,16137.92103,11187.92103,4950,,,200,,,14,1.2,7.8,,18,66,16
53,156,,52.25,10.25,,90,9,697.7,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Gleysols,cropland,,,,bulk soil,,980,67,540,,10974.91554,7959.915536,3015,,,180,,,7.8,0.7,7.4,,8,8,84
54,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,CK,0,20,,,cropland,,,,bulk soil,,1065.42,60.75,,,11542.6773,8808.927295,2733.75,2733.65,8808.83,,,25.63,,1.99,6.49,,35.78,,
55,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,OM0,0,20,,,cropland,,,,bulk soil,,1158.88,74.77,,,12834.74141,9470.091412,3364.65,3364.49,9469.98,,,26.45,,2.08,6.02,,,,
56,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,OM1,0,20,,,cropland,,,,bulk soil,,1154.21,70.09,,,12642.18895,9488.138954,3154.05,3154.21,9487.94,,,28.83,,2.2,5.88,,,,
57,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,OM2,0,20,,,cropland,,,,bulk soil,,1214.95,79.44,,,13489.57224,9914.772241,3574.8,3574.77,9914.61,,,29.36,,2.29,5.94,,,,
58,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,OM3,0,20,,,cropland,,,,bulk soil,,1280.37,70.09,,,13777.62895,10623.57895,3154.05,3154.21,10623.38,,,30.25,,2.51,6.04,,,,
59,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,CK,0,20,,,cropland,,,,bulk soil,,1089,58.6,,,11685.74702,9048.747021,2637,2637,9048.62,,,27.23,,2.18,6.11,,,,
60,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,NPK,0,20,,,cropland,,,,bulk soil,,1135,64.4,,,12286.29195,9388.291948,2898,2898,9388.15,,,27.77,,2.13,6.12,,40.8,,
61,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,NPKS1,0,20,,,cropland,,,,bulk soil,,1167,66.6,,,12645.05037,9648.050368,2997,2997,9647.91,,,28.79,,2.22,6.05,,40.8,,
62,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,NPKS2,0,20,,,cropland,,,,bulk soil,,1120,71,,,12363.56721,9168.567209,3195,3195,9168.41,,,28.44,,2.17,5.89,,40.8,,
63,155,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,manure,NPKM,0,20,,,cropland,,,,bulk soil,,1179,88.9,,,13470.28345,9469.783449,4000.5,4000.5,9469.59,,,29.79,,2.41,5.78,,40.8,,
64,154,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,CK,0,20,,,cropland,,maize-soybean-wheat,2011,bulk soil,,1089,58.6,565.4,,11685.74702,9048.747021,2637,,,286,,26.9,27.23,2.18,6.12,water,41.3,32.8,26
65,154,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPK,0,20,,,cropland,,maize-soybean-wheat,2011,bulk soil,,1135,64.4,590.9,,12286.29195,9388.291948,2898,,,275,,,27.77,2.13,6.05,water,41.3,32.8,26
66,154,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPKS1,0,20,,,cropland,,maize-soybean-wheat,2011,bulk soil,,1167,66.6,594.8,,12645.05037,9648.050368,2997,,,288,,,28.79,2.22,5.89,water,41.3,32.8,26
67,154,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPKS2,0,20,,,cropland,,maize-soybean-wheat,2011,bulk soil,,1120,71,620.6,,12363.56721,9168.567209,3195,,,329,,,28.44,2.17,5.78,water,41.3,32.8,26
68,154,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPKM,0,20,,,cropland,,maize-soybean-wheat,2011,bulk soil,,1179,88.9,590.6,,13470.28345,9469.783449,4000.5,,,361,,,29.79,2.41,6.1,water,41.3,32.8,26
69,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,manure,Initial contents,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,80,26,31,,1556.235879,386.2358795,1170,,,,,7.6,,0.4,,,5,13,82
70,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,biochar,Mineral,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,53,23,26,,1216.747124,181.7471241,1035,,,,,8.5,,0.54,,,5,13,82
71,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,manure,Manure,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,70,28,32,,1530.561716,270.5617164,1260,,,,,9.1,,0.63,,,5,13,82
72,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,biochar,Manure fed charcoal,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,64,29,30,,1508.724635,203.7246348,1305,,,,,10.6,,0.67,,,5,13,82
73,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,biochar,Manure mix charcoal,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,70,27,31,,1498.398798,283.3987979,1215,,,,,10.5,,0.64,,,5,13,82
74,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Manure fed tannin,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,80,30,34,,1684.887553,334.8875532,1350,,,,,9.6,,0.7,,,5,13,82
75,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Manure mix tannin,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,66,28,31,,1494.561716,234.5617164,1260,,,,,10.3,,0.68,,,5,13,82
76,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Mineral,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,66,25,24,,1398.072961,273.072961,1125,,,,,5.7,,0.32,,,5,13,82
77,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Manure,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,127,41,44,,2461.679656,616.6796561,1845,,,,,7.6,,0.54,,,5,13,82
78,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Manure fed charcoal,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,126,44,45,,2549.168411,569.1684114,1980,,,,,9.3,,0.54,,,5,13,82
79,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Manure mix charcoal,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,109,36,38,,2138.865064,518.8650639,1620,,,,,9.1,,0.46,,,5,13,82
80,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Manure fed tannin,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,117,38,41,,2275.190901,565.1909008,1710,,,,,7.8,,0.57,,,5,13,82
81,153,,24.367,56.567,,180,27.37,83.72,arid,Deserts & Xeric Shrublands,,Manure mix tannin,0,10,,hyperthermic Typic Torrifluvent,cropland,,,2010,bulk soil,,116,42,41,,2394.842575,504.8425745,1890,,,,,8,,0.54,,,5,13,82
82,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,CK,0,20,,phaeozems/udolls,cropland,,,,bulk soil,,1037,86.8,,,12124.74132,8218.741321,3906,,,157,,27.1,,2,6.1,,41,33,26
83,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NP,0,20,,phaeozems/udolls,cropland,,,,bulk soil,,1105,89.9,,,12836.44637,8790.946368,4045.5,,,193,,29.2,,,,,41,33,26
84,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPM,0,20,,phaeozems/udolls,cropland,,,,bulk soil,,1422,105,,,16175.10644,11450.10644,4725,,,333,,33.4,,,,,41,33,26
85,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,CK,0,20,,phaeozems/udolls,cropland,,,,aggregate,>2mm,1054,80.6,,,12078.33123,8451.331226,3627,,,,,34.8,,,,,41,33,26
86,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NP,0,20,,phaeozems/udolls,cropland,,,,aggregate,>2mm,1139,86.6,,,13036.30874,9139.308737,3897,,,,,38.3,,,,,41,33,26
87,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPM,0,20,,phaeozems/udolls,cropland,,,,aggregate,>2mm,1467,103,,,16515.7806,11880.7806,4635,,,,,53.9,,,,,41,33,26
88,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,CK,0,20,,phaeozems/udolls,cropland,,,,aggregate,0.250-2mm,1140,87.1,,,13061.3902,9141.890196,3919.5,,,,,33.8,,,,,41,33,26
89,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NP,0,20,,phaeozems/udolls,cropland,,,,aggregate,0.250-2mm,1164,87.3,,,13283.82278,9355.32278,3928.5,,,,,33.1,,,,,41,33,26
90,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPM,0,20,,phaeozems/udolls,cropland,,,,aggregate,0.250-2mm,1492,103,,,16740.7806,12105.7806,4635,,,,,46,,,,,41,33,26
91,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,CK,0,20,,phaeozems/udolls,cropland,,,,aggregate,0.053-0.250mm,1143,90.7,,,13204.1767,9122.676703,4081.5,,,,,32.1,,,,,41,33,26
92,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NP,0,20,,phaeozems/udolls,cropland,,,,aggregate,0.053-0.250mm,1100,97.7,,,13042.31713,8645.817132,4396.5,,,,,32.8,,,,,41,33,26
93,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPM,0,20,,phaeozems/udolls,cropland,,,,aggregate,0.053-0.250mm,1394,129,,,16695.01648,10890.01648,5805,,,,,37.9,,,,,41,33,26
94,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,CK,0,20,,phaeozems/udolls,cropland,,,,aggregate,<0.053mm,798,77.3,,,9668.193596,6189.693596,3478.5,,,,,20,,,,,41,33,26
95,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NP,0,20,,phaeozems/udolls,cropland,,,,aggregate,<0.053mm,803,69.4,,,9459.10654,6336.10654,3123,,,,,20,,,,,41,33,26
96,152,,47.433,126.633,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NPM,0,20,,phaeozems/udolls,cropland,,,,aggregate,<0.053mm,975,79.7,,,11338.3846,7751.8846,3586.5,,,,,22.8,,,,,41,33,26
97,152,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,manure,0,20,,,cropland,,,,bulk soil,,1037,86.8,,,12124.74132,8218.741321,3906,,,,,27.1,,2,5.8,,41,33,26
98,152,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,manure,0,20,,,cropland,,,,bulk soil,,1105,89.9,,,12836.44637,8790.946368,4045.5,,,,,29.2,,2,6.1,,41,33,26
99,152,,47.43,126.63,,196,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,fertilizer,manure,0,20,,,cropland,,,,bulk soil,,1422,105,,,16175.10644,11450.10644,4725,,,,,33.4,,2,6.1,,41,33,26
100,151,,50.95,10.78,lat-lon of Friemar,310,5.92,1142.5,temperate,Temperate Broadleaf & Mixed Forests,tillage,Mouldboard,0,5,,,cropland,,,2010,bulk soil,,1054,89,604,37,12348.49974,8343.499741,4005,,,289,36,13.9,,1.5,6.2,,18,,
101,151,,50.95,10.78,lat-lon of Friemar,310,5.92,1142.5,temperate,Temperate Broadleaf & Mixed Forests,tillage,Mouldboard,5,10,,,cropland,,,2010,bulk soil,,1098,95,645,43,12937.47725,8662.477252,4275,,,276,38,14.2,,1.6,8.1,,29,68,3
