SNDB_record_number,SNDB_study_number,notes,Latitude,Longitude,lat_lon_notes,elevation_m,MAT,MAP,ClimateTypes,biome_name,treatment,treatment_level,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,plant_species,year_sampled,fraction_scheme,aggregate_size,gluN,murA,galN,manN,microbial_necromass_C,fungal_necromass_C,bacterial_necromass_C,bacterial_biomass_C,fungal_biomass_C,microbial_biomass_C,microbial_biomass_N,soc,soil_C,soil_N,pH,pH_method,clay,silt,sand
744,106,,47.03,12.57,,1300,2.24,1292.03,polar,Temperate Conifer Forests,,,0,15,,Haplic Podzols,forest,,,,aggregate,<0.250mm,3150,348,2046,,39542.69562,23882.69562,15660,,,1990,319,,103,,4.7,,8.5,40.5,52.5
745,106,,47.03,12.57,,2100,2.24,1292.03,polar,Temperate Conifer Forests,,,0,15,,Haplic Podzols,grassland,,,,bulk soil,,5190,754,3368,,70960.8405,37030.8405,33930,,,3785,622,,162,,4.8,,8.5,40.5,52.5
746,106,,47.03,12.57,,1600,2.24,1292.03,polar,Temperate Conifer Forests,,,0,15,,Haplic Podzols,forest,,,,bulk soil,,3300,162,2107,,34910.39279,27620.39279,7290,,,1410,191,,97,,4.3,,8.5,40.5,52.5
747,106,,47.03,12.57,,1300,2.24,1292.03,polar,Temperate Conifer Forests,,,0,15,,Haplic Podzols,forest,,,,bulk soil,,3110,222,1607,,35130.16789,25140.16789,9990,,,1861,255,,93,,4.5,,8.5,40.5,52.5
748,105,,25.55,107.85,,,16.47,1385.8,temperate,Tropical & Subtropical Moist Broadleaf Forests,Maize,,0,10,,,cropland,,,,bulk soil,,682.253,38.3878,,,7374.940681,5647.489681,1727.451,,,529.42,37.72,,14.14,1.7,,,,,
749,105,,25.55,107.85,,,16.47,1385.8,temperate,Tropical & Subtropical Moist Broadleaf Forests,Sugarcane,,0,10,,,cropland,,,,bulk soil,,831.801,57.6796,,,9341.353271,6745.771271,2595.582,,,549.08,33.36,,17.56,1.9,7.03,,,,
750,105,,25.55,107.85,,,16.47,1385.8,temperate,Tropical & Subtropical Moist Broadleaf Forests,Mulberry,,0,10,,,forest,,,,bulk soil,,655.958,46.1438,,,7387.741276,5311.270276,2076.471,,,454.5,37.27,,16.47,2.01,5.99,,,,
751,105,,25.55,107.85,,,16.47,1385.8,temperate,Tropical & Subtropical Moist Broadleaf Forests,Forage,,0,10,,,grassland,,,,bulk soil,,1158.03,61.3877,,,12396.67759,9634.231088,2762.4465,,,1041,91.14,,29.42,2.58,6.13,,,,
752,105,,25.55,107.85,,,16.47,1385.8,temperate,Tropical & Subtropical Moist Broadleaf Forests,Forest,,0,10,,,forest,,,,bulk soil,,2087.26,120.361,,,22656.50103,17240.25603,5416.245,,,2405.75,175.4,,61.52,3.84,7.15,,,,
753,104,,18.39,108.61,,900,,,equatorial,,fertilizer,Control,0,10,,,forest,,,,bulk soil,,1473.08,79.27,,,15807.27454,12240.12454,3567.15,,,,,,25.87,2.07,4.49,,16.66,,
754,104,,18.39,108.61,,900,,,equatorial,,fertilizer,N,0,10,,,forest,,,,bulk soil,,1298.15,79.18,,,14230.00988,10666.90988,3563.1,,,,,,26.96,2.19,4.41,,,,
755,104,,18.39,108.61,,900,,,equatorial,,fertilizer,P,0,10,,,forest,,,,bulk soil,,1318.18,83.88,,,14561.4456,10786.8456,3774.6,,,,,,23.85,2.02,4.33,,,,
756,104,,18.39,108.61,,900,,,equatorial,,fertilizer,NP,0,10,,,forest,,,,bulk soil,,1365.93,82.33,,,14941.34308,11236.49308,3704.85,,,,,,23.62,1.87,4.4,,,,
757,104,,18.72,108.88,,870,24.17,1070.89,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Inceptisols,forest,,,,bulk soil,,1328.24,62.9787,,,13979.73879,11145.69729,2834.0415,,,,,,21.5,1.7,4.81,,44.1,41.1,14.8
758,104,,18.72,108.88,,870,24.17,1070.89,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Inceptisols,forest,,,,bulk soil,,1328.24,62.9787,,,13979.73879,11145.69729,2834.0415,,,,,,23.1,1.9,4.5,,9,,
759,104,,18.72,108.88,,870,24.17,1070.89,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Inceptisols,forest,,,,bulk soil,,1374.05,61.2766,,,14337.28429,11579.83729,2757.447,,,,,,25.2,2,4.7,,9,,
760,104,,18.73,108.87,,880,24.17,1070.89,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Inceptisols,forest,,,,bulk soil,,1465.65,80,,,15763.88348,12163.88348,3600,,,,,,25.9,2.1,4.5,,9,,
761,104,,18.73,108.87,,880,24.17,1070.89,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Inceptisols,forest,,,,bulk soil,,1282.44,80,,,14114.99348,10514.99348,3600,,,,,,27,2.2,4.4,,16.7,,
762,104,,18.73,108.87,,880,24.17,1070.89,equatorial,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Inceptisols,forest,,,,bulk soil,,1557.25,91.9149,,,16971.50143,12835.33093,4136.1705,,,,,,30.4,2.3,4.3,,16.7,,
763,104,,27.65,117.95,,700,10.2,1991,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Ultisols,forest,,,,bulk soil,,1419.85,103.83,,,16118.12582,11445.77582,4672.35,,,,,,32.5,2.2,4.2,,16.7,,
764,104,,27.65,117.95,,700,10.2,1991,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Ultisols,forest,,,,bulk soil,,1374.05,107.234,,,15815.4084,10989.8784,4825.53,,,,,,29.8,2.2,5.3,,11.2,,
765,104,,27.65,117.95,,700,10.2,1991,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,Ultisols,forest,,,,bulk soil,,1328.24,112.34,,,15567.34226,10512.04226,5055.3,,,,,,27.3,2,4.9,,11.2,,
766,104,,30.02,117.35,,375,16.81,1494.56,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,1511.45,122.553,,,17544.71214,12029.82714,5514.885,,,,,,45.1,3.2,4.9,,11.2,,
767,104,,30.02,117.35,,375,16.81,1494.56,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,1786.26,136.17,,,20455.9646,14328.3146,6127.65,,,,,,49.6,3.4,5.3,,13.1,,
768,104,,30.02,117.35,,375,16.81,1494.56,temperate,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,1877.86,115.745,,,20623.43699,15414.91199,5208.525,,,,,,58.1,3.9,4.5,,13.1,,
769,104,,39.97,115.43,,1300,7.21,545.44,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,1969.47,85.1064,,,20462.5002,16632.7122,3829.788,,,,,,41.2,3.4,4.5,,13.1,,
770,104,,39.97,115.43,,1300,7.21,545.44,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,2152.67,91.9149,,,22330.28143,18194.11093,4136.1705,,,,,,38,3.3,6.5,,5,,
771,104,,39.97,115.43,,1300,7.21,545.44,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,2106.87,102.128,,,22246.56453,17650.80453,4595.76,,,,,,53.7,4.4,6.1,,5,,
772,104,,39.97,115.43,,1300,7.21,545.44,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,2885.5,114.043,,,29637.45571,24505.52071,5131.935,,,,,,65.7,5.2,6.1,,5,,
773,104,,39.97,115.43,,1300,7.21,545.44,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,3618.32,200.851,,,39024.83433,29986.53933,9038.295,,,,,,84.1,6.8,7.1,,5.5,,
774,104,,39.97,115.43,,1300,7.21,545.44,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,3068.7,97.0213,,,30738.78816,26372.82966,4365.9585,,,,,,74.1,5.7,6.8,,5.5,,
775,104,,48.12,129.18,,350,-0.62,624.36,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,3664.12,134.468,,,37301.96332,31250.90332,6051.06,,,,,,92.4,6.6,6.2,,5.5,,
776,104,,48.12,129.18,,350,-0.62,624.36,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,3938.93,107.234,,,38899.3284,34073.7984,4825.53,,,,,,86.4,6.2,5.8,,6.8,,
777,104,,48.12,129.18,,350,-0.62,624.36,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,4030.53,112.34,,,39887.95226,34832.65226,5055.3,,,,,,88.7,6.7,5.9,,6.8,,
778,104,,50.93,121.5,,825,-4.88,451.93,snow,Temperate Conifer Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,6091.6,173.617,,,60408.42941,52595.66441,7812.765,,,,,,377.8,14.7,5.8,,6.8,,
779,104,,50.93,121.5,,825,-4.88,451.93,snow,Temperate Conifer Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,6137.4,173.617,,,60820.62941,53007.86441,7812.765,,,,,,367.7,14.9,6,,2.8,,
780,104,,50.93,121.5,,825,-4.88,451.93,snow,Temperate Conifer Forests,,,0,10,,Alfisols,forest,,,,bulk soil,,5129.77,144.681,,,50821.2932,44310.6482,6510.645,,,,,,322,13.1,4.35,,42.35,41.07,16.58
781,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",0,5,,,cropland,,,,bulk soil,,78.45,7.04,,,932.4769458,615.6769458,316.8,,,,,10.6,,,,,21.7,,
782,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",0,5,,,cropland,,,,bulk soil,,164.46,12.24,,,1873.814122,1323.014122,550.8,,,,,15,,,,,21.7,,
783,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",0,5,,,cropland,,,,bulk soil,,232.43,16.65,,,2627.382592,1878.132592,749.25,,,,,20.9,,,,,21.7,,
784,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",0,5,,,cropland,,,,bulk soil,,286.77,19.05,,,3193.633596,2336.383596,857.25,,,,,25.9,,,,,21.7,,
785,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",20,30,,,cropland,,,,bulk soil,,53.01,4.83,,,632.4368961,415.0868961,217.35,,,,,9.1,,,,,,,
786,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",20,30,,,cropland,,,,bulk soil,,62.39,5.59,,,741.3007141,489.7507141,251.55,,,,,9.4,,,,,,,
787,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",20,30,,,cropland,,,,bulk soil,,72.02,6.28,,,850.1631278,567.5631278,282.6,,,,,10.6,,,,,,,
788,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",20,30,,,cropland,,,,bulk soil,,76.33,6.78,,,905.034587,599.934587,305.1,,,,,10,,,,,,,
789,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",75,100,,,cropland,,,,bulk soil,,36.46,2.71,,,415.301509,293.351509,121.95,,,,,5.4,,,,,51.1,,
790,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",75,100,,,cropland,,,,bulk soil,,41.12,2.98,,,465.925497,331.825497,134.1,,,,,6.5,,,,,51.1,,
791,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",75,100,,,cropland,,,,bulk soil,,44.17,3.14,,,498.5215639,357.2215639,141.3,,,,,6.7,,,,,51.1,,
792,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",75,100,,,cropland,,,,bulk soil,,37.56,2.75,,,426.4880257,302.7380257,123.75,,,,,6.4,,,,,51.1,,
793,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",0,5,,,cropland,,,,aggregate,<0.002mm,208.12,30.85,,,2865.306034,1477.056034,1388.25,,,,,6.53,,,,,,,
794,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",0,5,,,cropland,,,,aggregate,<0.002mm,341.92,45.33,,,4535.225093,2495.375093,2039.85,,,,,7.07,,,,,,,
795,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",0,5,,,cropland,,,,aggregate,<0.002mm,439.03,50.69,,,5581.608336,3300.558336,2281.05,,,,,9.24,,,,,,,
796,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",0,5,,,cropland,,,,aggregate,<0.002mm,450.49,53.08,,,5761.617711,3373.017711,2388.6,,,,,10.01,,,,,,,
797,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",20,30,,,cropland,,,,aggregate,<0.002mm,120.95,16.89,,,1631.781692,871.7316925,760.05,,,,,7.42,,,,,,,
798,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",20,30,,,cropland,,,,aggregate,<0.002mm,134.03,17.6,,,1772.337365,980.3373646,792,,,,,8.25,,,,,,,
799,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",20,30,,,cropland,,,,aggregate,<0.002mm,139.16,18.6,,,1850.670283,1013.670283,837,,,,,8.77,,,,,,,
800,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",20,30,,,cropland,,,,aggregate,<0.002mm,149.53,20.65,,,2009.934266,1080.684266,929.25,,,,,8.36,,,,,,,
801,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",75,100,,,cropland,,,,aggregate,<0.002mm,63.44,6.46,,,778.7324531,488.0324531,290.7,,,,,4.7,,,,,,,
802,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",75,100,,,cropland,,,,aggregate,<0.002mm,73.42,7.39,,,898.4639673,565.9139673,332.55,,,,,5.68,,,,,,,
803,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",75,100,,,cropland,,,,aggregate,<0.002mm,76.98,7.06,,,919.8902042,602.1902042,317.7,,,,,5.82,,,,,,,
804,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",75,100,,,cropland,,,,aggregate,<0.002mm,88.27,7.65,,,1040.476326,696.2263261,344.25,,,,,5.85,,,,,,,
805,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",0,5,,,cropland,,,,aggregate,0.020-0.002mm,142.58,11.77,,,1661.77755,1132.12755,529.65,,,,,1.61,,,,,,,
806,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",0,5,,,cropland,,,,aggregate,0.020-0.002mm,367.39,26.54,,,4160.113855,2965.813855,1194.3,,,,,3.24,,,,,,,
807,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",0,5,,,cropland,,,,aggregate,0.020-0.002mm,525.69,37.85,,,5948.576463,4245.326463,1703.25,,,,,3.98,,,,,,,
808,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",0,5,,,cropland,,,,aggregate,0.020-0.002mm,597.33,39.79,,,6655.732525,4865.182525,1790.55,,,,,4.61,,,,,,,
809,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",20,30,,,cropland,,,,aggregate,0.020-0.002mm,73.9,8.21,,,929.1575604,559.7075604,369.45,,,,,0.94,,,,,,,
810,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",20,30,,,cropland,,,,aggregate,0.020-0.002mm,77.91,8.18,,,964.2826728,596.1826728,368.1,,,,,0.9,,,,,,,
811,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",20,30,,,cropland,,,,aggregate,0.020-0.002mm,98.17,10.88,,,1233.462553,743.8625526,489.6,,,,,1.02,,,,,,,
812,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",20,30,,,cropland,,,,aggregate,0.020-0.002mm,80.04,8.44,,,991.8150316,612.0150316,379.8,,,,,0.96,,,,,,,
813,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"CT, O/M, 0N",75,100,,,cropland,,,,aggregate,0.020-0.002mm,27.24,3.74,,,365.449315,197.149315,168.3,,,,,0.42,,,,,,,
814,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, O/M, 0N",75,100,,,cropland,,,,aggregate,0.020-0.002mm,25.47,3.14,,,330.2215639,188.9215639,141.3,,,,,0.51,,,,,,,
815,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 0N",75,100,,,cropland,,,,aggregate,0.020-0.002mm,28.67,3.51,,,370.9218437,212.9718437,157.95,,,,,0.5,,,,,,,
816,103,,-30.1,-51.67,,35,19.28,1416.76,temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",tillage/nitrogen,"NT, OV/MC, 180N",75,100,,,cropland,,,,aggregate,0.020-0.002mm,20.52,2.66,,,270.2333631,150.5333631,119.7,,,,,0.49,,,,,,,
817,102,,26.18,117.47,,,17.34,1634.58,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,CT,0,10,,Oxisol,forest,,,,bulk soil,,417.87,14.78,,,4236.197935,3571.097935,665.1,,,,,,33.5,2.4,8.59,,,,
818,102,,26.18,117.47,,,17.34,1634.58,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,LN,0,10,,Oxisol,forest,,,,bulk soil,,601.94,22.61,,,6144.663586,5127.213586,1017.45,,,,,,35.4,2.4,4.03,,,,
819,102,,26.18,117.47,,,17.34,1634.58,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,HN,0,10,,Oxisol,forest,,,,bulk soil,,612.09,23.91,,,6277.82538,5201.87538,1075.95,,,,,,31.4,2.3,3.88,,,,
820,102,,26.18,117.47,,,17.34,1634.58,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,CT,10,20,,Oxisol,forest,,,,bulk soil,,296.61,22.83,,,3403.769428,2376.419428,1027.35,,,,,,15.3,1.1,3.88,,,,
821,102,,26.18,117.47,,,17.34,1634.58,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,LN,10,20,,Oxisol,forest,,,,bulk soil,,293.73,21.74,,,3342.791847,2364.491847,978.3,,,,,,15.4,1.1,4.14,,,,
822,102,,26.18,117.47,,,17.34,1634.58,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,HN,10,20,,Oxisol,forest,,,,bulk soil,,312.59,21.3,,,3498.380163,2539.880163,958.5,,,,,,14.4,1.1,4.1,,,,
823,101,Alkaline site,47.53,15.03,,900,5.44,1341.43,snow,Temperate Conifer Forests,,,0,5,,Leptic Histosols,forest,,,,bulk soil,,11700,200,,,111732.5837,102732.5837,9000,,,,,,,,,,,,
824,101,Alkaline site,47.53,15.03,,900,5.44,1341.43,snow,Temperate Conifer Forests,,,5,15,,Leptic Histosols,forest,,,,bulk soil,,10900,250,,,106140.7296,94890.72961,11250,,,,,,,,,,,,
825,101,Alkaline site,47.53,15.03,,900,5.44,1341.43,snow,Temperate Conifer Forests,,,15,25,,Leptic Histosols,forest,,,,bulk soil,,8800,300,,,88848.87553,75348.87553,13500,,,,,,,,,,,,
826,101,Alkaline site,47.53,15.03,,1300,5.44,1341.43,snow,Temperate Conifer Forests,,,0,5,,Leptic Histosols,forest,,,,bulk soil,,11700,300,,,114948.8755,101448.8755,13500,,,,,,,,,,,,
827,101,Alkaline site,47.53,15.03,,1300,5.44,1341.43,snow,Temperate Conifer Forests,,,5,15,,Leptic Histosols,forest,,,,bulk soil,,13700,300,,,132948.8755,119448.8755,13500,,,,,,,,,,,,
828,101,Alkaline site,47.53,15.03,,1300,5.44,1341.43,snow,Temperate Conifer Forests,,,15,25,,Leptic Histosols,forest,,,,bulk soil,,6000,150,,,58824.43777,52074.43777,6750,,,,,,,,,,,,
829,101,Alkaline site,47.53,15.03,,1900,5.44,1341.43,snow,Temperate Conifer Forests,,,0,5,,Leptic Histosols,grassland,,,,bulk soil,,7500,350,,,78757.02145,63007.02145,15750,,,,,,,,,,,,
830,101,Alkaline site,47.53,15.03,,1900,5.44,1341.43,snow,Temperate Conifer Forests,,,5,15,,Leptic Histosols,grassland,,,,bulk soil,,11800,400,,,119065.1674,101065.1674,18000,,,,,,,,,,,,
831,101,Alkaline site,47.53,15.03,,1900,5.44,1341.43,snow,Temperate Conifer Forests,,,15,25,,Leptic Histosols,grassland,,,,bulk soil,,7500,300,,,77148.87553,63648.87553,13500,,,,,,,,,,,,
832,101,Acidic site,47.07,13,,900,2.24,1292.03,polar,Temperate Conifer Forests,,,0,5,,Haplic Podzols,forest,,,,bulk soil,,11500,450,,,117973.3133,97723.3133,20250,,,,,,,,,,,,
833,101,Acidic site,47.07,13,,900,2.24,1292.03,polar,Temperate Conifer Forests,,,5,15,,Haplic Podzols,forest,,,,bulk soil,,1600,150,,,19224.43777,12474.43777,6750,,,,,,,,,,,,
834,101,Acidic site,47.07,13,,900,2.24,1292.03,polar,Temperate Conifer Forests,,,15,25,,Haplic Podzols,forest,,,,bulk soil,,300,50,,,4308.145922,2058.145922,2250,,,,,,,,,,,,
835,101,Acidic site,47.07,13,,1300,2.24,1292.03,polar,Temperate Conifer Forests,,,0,5,,Haplic Podzols,forest,,,,bulk soil,,11500,300,,,113148.8755,99648.87553,13500,,,,,,,,,,,,
836,101,Acidic site,47.07,13,,1300,2.24,1292.03,polar,Temperate Conifer Forests,,,5,15,,Haplic Podzols,forest,,,,bulk soil,,1700,100,,,18516.29184,14016.29184,4500,,,,,,,,,,,,
837,101,Acidic site,47.07,13,,1300,2.24,1292.03,polar,Temperate Conifer Forests,,,15,25,,Haplic Podzols,forest,,,,bulk soil,,600,100,,,8616.291844,4116.291844,4500,,,,,,,,,,,,
838,101,Acidic site,47.07,13,,1900,2.24,1292.03,polar,Temperate Conifer Forests,,,0,5,,Haplic Podzols,grassland,,,,bulk soil,,8400,350,,,86857.02145,71107.02145,15750,,,,,,,,,,,,
839,101,Acidic site,47.07,13,,1900,2.24,1292.03,polar,Temperate Conifer Forests,,,5,15,,Haplic Podzols,grassland,,,,bulk soil,,3200,300,,,38448.87553,24948.87553,13500,,,,,,,,,,,,
840,101,Acidic site,47.07,13,,1900,2.24,1292.03,polar,Temperate Conifer Forests,,,15,25,,Haplic Podzols,grassland,,,,bulk soil,,700,100,,,9516.291844,5016.291844,4500,,,,,,,,,,,,
841,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,239,69,92,11,4370.241372,1265.241372,3105,,,,,,16,1.4,7.6,,7.15,52,40.85
842,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,228,43,95,10,3435.005493,1500.005493,1935,,,,,,16,1.4,7.6,,7.15,52,40.85
843,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,307,47,106,11,4274.657167,2159.657167,2115,,,,,,16,1.4,7.6,,7.15,52,40.85
844,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,289,48,108,10,4144.820085,1984.820085,2160,,,,,,16,1.4,7.6,,7.15,52,40.85
845,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,315,52,112,10,4507.471759,2167.471759,2340,,,,,,16,1.4,7.6,,7.15,52,40.85
846,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,134,53,62,10,2910.634677,525.6346774,2385,,,,,,16,1.4,7.6,,7.15,52,40.85
847,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,243,43,76,10,3570.005493,1635.005493,1935,,,,,,16,1.4,7.6,,7.15,52,40.85
848,100,,59.49,17.39,,8,6.2,524.43,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Eutric Cambisol,cropland,,,,bulk soil,,253,44,82,11,3692.168411,1712.168411,1980,,,,,,16,1.4,7.6,,7.15,52,40.85
