"SNDB_record_number","SNDB_study_number","notes","Latitude","Longitude","lat_lon_notes","elevation_m","MAT","MAP","ClimateTypes","biome_name","treatment","treatment_level","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","soc","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"1647","38",,"52.25","10.25",,"90","9","697.7","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Gleysols","cropland",,,,"bulk soil",,"980","67","540",,"10974.915535565","7959.91553556502","3015",,,"180",,,"7.8","0.7","7.4",,"8.00","8","84"
"1648","37",,"35.28","107.88",,"1200","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","manure",,"0","10",,,"cropland",,,,"bulk soil",,"450","35","240",,"5175.70214544441","3600.70214544441","1575",,,"77.03","13.85",,"8.68","1.02","7.92",,"15","72","13"
"1649","37",,"35.28","107.88",,"1200","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","manure",,"10","20",,,"cropland",,,,"bulk soil",,"350","25","187",,"3954.07296103172","2829.07296103172","1125",,,"66.16","8.18",,"7.99","0.98","8.23",,"15","72","13"
"1650","37",,"40.06","-88.19",,,"11","978.8","snow","Temperate Grasslands, Savannas & Shrublands","mulch","2008y","0","10",,,"cropland",,,,"bulk soil",,"1165.72","33.38",,,"11565.0782175696","10062.9782175696","1502.1","1502.1","10062.91",,,"17.22",,,,,"17.3",,
"1651","37",,"40.06","-88.19",,,"11","978.8","snow","Temperate Grasslands, Savannas & Shrublands","mulch","2010y","0","10",,,"cropland",,,,"bulk soil",,"1205.67","39.39",,,"12117.9273574016","10345.3773574016","1772.55","1772.55","10345.29",,,"18.14",,,,,,,
"1652","37",,"40.06","-88.19",,,"11","978.8","snow","Temperate Grasslands, Savannas & Shrublands","mulch","2014y","0","10",,,"cropland",,,,"bulk soil",,"1165.6","37.01",,,"11680.7496115114","10015.2996115114","1665.45","1665.45","10015.22",,,"15.92",,,,,,,
"1653","37",,"35.28","107.88",,,"10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","mulch","CK","0","20",,,"cropland",,,,"bulk soil",,"400.18","32.37",,,"4642.73366994388","3186.08366994388","1456.65","1456.65","3186.03",,,"8.34",,"1",,,,,
"1654","36",,"46.13","-88.18",,"422","4.4","741.02","snow","Temperate Broadleaf & Mixed Forests",,,"0","15",,,"forest",,,,"bulk soil",,"582","97",,,"8357.80308880309","3992.80308880309","4365",,,,,"31.03",,,,,,,
"1655","36",,"46.13","-88.18",,"422","4.4","741.02","snow","Temperate Broadleaf & Mixed Forests",,,"0","15",,,"forest",,,,"bulk soil",,"544","60",,,"6825.77510647614","4125.77510647614","2700",,,,,"27.96",,,,,,,
"1656","36",,"46.13","-88.18",,"422","4.4","741.02","snow","Temperate Broadleaf & Mixed Forests",,,"0","15",,,"forest",,,,"bulk soil",,"498","40",,,"5768.51673765076","3968.51673765076","1800",,,,,"29.14",,,,,,,
"1657","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"4606","52","658",,"43126.471758946","40786.471758946","2340",,,,,,"443","12.8",,,,,
"1658","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"4228","85","571",,"40785.8480675079","36960.8480675079","3825",,,,,,"444","14.3",,,,,
"1659","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"3655","85","630",,"35628.8480675079","31803.8480675079","3825",,,,,,"437","14.7",,,,,
"1660","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"5242","128","2496",,"51294.8535604824","45534.8535604824","5760",,,,,,"437","17.2",,,,,
"1661","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"5987","150","3522",,"58707.4377661903","51957.4377661903","6750",,,,,,"439","20.3",,,,,
"1662","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"6116","382","4077",,"67330.2348445648","50140.2348445647","17190",,,,,,"423","21.4",,,,,
"1663","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"4606","52",,,"43126.471758946","40786.471758946","2340",,,,,"443",,,,,,,
"1664","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"4228","85",,,"40785.8480675079","36960.8480675079","3825",,,,,"444",,,,,,,
"1665","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"3655","85",,,"35628.8480675079","31803.8480675079","3825",,,,,"437",,,,,,,
"1666","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"5242","128",,,"51294.8535604824","45534.8535604824","5760",,,,,"437",,,,,,,
"1667","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"5987","150",,,"58707.4377661903","51957.4377661903","6750",,,,,"439",,,,,,,
"1668","35",,"49.52","8.39",,"144","9.78","526.59","temperate","Temperate Broadleaf & Mixed Forests",,,"0","0","litter",,"forest",,,,"bulk soil",,"6116","382",,,"67330.2348445648","50140.2348445647","17190",,,,,"423",,,,,,,
"1669","34",,"45.77","124.36",,,"5.19","416.69","snow","Flooded Grasslands & Savannas",,,"0","20",,,"grassland",,,,"bulk soil",,"1046","73.86",,,"11789.5531560721","8465.85315607213","3323.7",,,,,,"25.90","2.7","5.3",,,,
"1670","34",,"45.77","124.36",,,"5.19","416.69","snow","Flooded Grasslands & Savannas",,,"0","20",,,"grassland",,,,"bulk soil",,"744","58.07",,,"8563.70067388449","5950.55067388449","2613.15",,,,,,"16.70","2.1","7.6",,,,
"1671","34",,"45.77","124.36",,,"5.19","416.69","snow","Flooded Grasslands & Savannas",,,"0","20",,,"grassland",,,,"bulk soil",,"479","46.5",,,"5806.57570751901","3714.07570751901","2092.5",,,,,,"13.10","1.6","8.1",,,,
"1672","34",,"45.77","124.36",,,"5.19","416.69","snow","Flooded Grasslands & Savannas",,,"0","20",,,"grassland",,,,"bulk soil",,"476","47.69",,,"5817.84958046412","3671.79958046412","2146.05",,,,,,"12.60","1.6","8.4",,,,
"1673","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"182.4324324","7.697368421","85.4749",,"1889.46172433702","1543.08014539202","346.381578945",,,,,"9.3",,"1.07","8.8",,"5","13","82"
"1674","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"337.8378378","16.18421053","135.7542",,"3561.07198351272","2832.78250966272","728.28947385",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1675","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"277.027027","11.25","140.7821",,"2855.07607546428","2348.82607546428","506.25",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1676","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"250","11.05263158","133.2402",,"2605.48488806893","2108.11646696893","497.3684211",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1677","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"364.8648649","16.97368421","140.7821",,"3829.70700499408","3065.89121554408","763.81578945",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1678","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"297.2972973","15.39473684","130.7263",,"3170.81534110972","2478.05218330972","692.7631578",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1679","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"844.5945946","22.10526316","276.5363",,"8312.32112753787","7317.58428533787","994.7368422",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1680","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"506.7567568","20.72368421","206.1453",,"5227.34497624884","4294.77918679884","932.56578945",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1681","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"621.6216216","21.11842105","248.8827",,"6273.82464823953","5323.49570098953","950.32894725",,,,,"9.3",,"1.07","8.3",,"24","38","38"
"1682","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"236.4864865","8.289473684","108.1006",,"2394.99204451954","2021.96572873954","373.02631578",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1683","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"358.1081081","18.15789474","145.8101",,"3806.98386048777","2989.87859718777","817.1052633",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1684","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"290.5405405","12.63157895","118.1564",,"3021.1333080533","2452.7122553033","568.42105275",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1685","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"331.0810811","18.35526316","140.7821",,"3570.08856188311","2744.10171968311","825.9868422",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1686","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"385.1351351","17.36842105","150.838",,"4024.83532558477","3243.25637833477","781.57894725",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1687","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"412.1621622","23.68421053","186.0335",,"4471.21279142223","3405.42331757223","1065.78947385",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1688","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"912.1621622","24.07894737","299.162",,"8983.90868021292","7900.35604856292","1083.55263165",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1689","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"614.8648649","22.5","246.3687",,"6257.44944902855","5244.94944902855","1012.5",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1690","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"736.4864865","23.68421053","296.648",,"7390.13171012223","6324.34223627223","1065.78947385",,,,,"10.01",,"1.17","8.3",,"24","38","38"
"1691","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"229.7297297","6.513157895","103.0726",,"2277.04973347199","1983.95762819699","293.092105275",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1692","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"317.5675676","19.53947368","130.7263",,"3486.55460675516","2607.27829115516","879.2763156",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1693","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"412.1621622","16.57894737","193.5754",,"4242.6867919034","3496.6341602534","746.05263165",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1694","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"405.4054054","22.69736842","186.0335",,"4378.66225792389","3357.28067902389","1021.3815789",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1695","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"425.6756757","18.94736842","170.9497",,"4440.48374646914","3587.85216756913","852.6315789",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1696","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"648.6486486","25.46052632","289.1061",,"6656.72266890194","5510.99898450194","1145.7236844",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1697","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"959.4594595","25.46052632","341.8994",,"9454.01996700194","8308.29628260194","1145.7236844",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1698","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"655.4054054","23.09210526","263.9665",,"6641.35814671458","5602.21341001458","1039.1447367",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1699","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","alfalfa_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"871.6216216","27.63157895","374.581",,"8733.30681457233","7489.88576182233","1243.42105275",,,,,"11.84",,"1.37","8.3",,"24","38","38"
"1700","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"182.4324324","12.25490196","103.0726",,"2036.04530384523","1484.57471564523","551.4705882",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1701","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"202.7027027","8.431372549","98.0447",,"2095.50187194144","1716.09010723644","379.411764705",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1702","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"189.1891892","11.37254902","103.0726",,"2068.47706939959","1556.71236349959","511.7647059",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1703","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"202.7027027","9.411764706","108.1006",,"2127.03414492749","1703.50473315749","423.52941177",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1704","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"189.1891892","7.843137255","93.0168",,"1954.96088665624","1602.01971018124","352.941176475",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1705","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"168.9189189","8.823529412","80.4469",,"1804.06072694229","1407.00190340229","397.05882354",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1706","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"182.4324324","11.37254902","93.0168",,"2007.66625819959","1495.90155229959","511.7647059",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1707","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"168.9189189","14.11764706","85.4749",,"1974.3350010734","1339.0408833734","635.2941177",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1708","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"209.4594595","12.15686275","105.5866",,"2276.13532062995","1729.07649687995","547.05882375",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1709","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"250","10.49019608","133.2402",,"2587.39532095396","2115.33649735396","472.0588236",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1710","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_ck","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"202.7027027","8.62745098","100.5587",,"2101.80832652579","1713.57303242579","388.2352941",,,,,"6.23",,"0.69","8.3",,"24","38","38"
"1711","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"236.4864865","12.94118","133.2402",,"2544.60449537378","1962.25139537378","582.3531",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1712","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"209.4594595","6.27451","100.5587",,"2086.94168888893","1804.58873888893","282.35295",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1713","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"182.4324324","8.039216","87.9888",,"1900.45654013974","1538.69182013974","361.76472",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1714","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"222.972973","10.19608","118.1564",,"2334.69244646065","1875.86884646065","458.8236",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1715","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"229.7297297","10.98039","105.5866",,"2420.72895532333","1926.61140532333","494.11755",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1716","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"141.8918919","7.647059","85.4749",,"1522.97876203257","1178.86110703257","344.117655",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1717","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"216.2162162","12.54902","113.1285",,"2349.55905257785","1784.85315257785","564.7059",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1718","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"222.972973","12.94118","113.1285",,"2422.98287387378","1840.62977387378","582.3531",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1719","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"195.9459459","13.33333","108.1006",,"2192.35231844052","1592.35246844052","599.99985",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1720","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"256.7567568","12.94118","135.7542",,"2727.03692807378","2144.68382807378","582.3531",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1721","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_p","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"250","14.31373","125.6983",,"2710.37133058034","2066.25348058034","644.11785",,,,,"6.64",,"0.75","8.3",,"24","38","38"
"1722","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"182.4324324","13.14270153","103.0726",,"2064.59952900733","1473.17796015733","591.42156885",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1723","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"263.5135135","10.82788671","120.6704",,"2719.87805864503","2232.62315669503","487.25490195",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1724","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"209.4594595","11.5087146","100.5587",,"2255.28898454364","1737.39682754364","517.892157",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1725","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"229.7297297","14.23202614","110.6145",,"2525.31106329483","1884.86988699483","640.4411763",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1726","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"243.2432432","11.10021786","128.2123",,"2546.2045905115","2046.6947868115","499.5098037",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1727","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"263.5135135","12.46187364","125.6983",,"2772.43184700872","2211.64753320872","560.7843138",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1728","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"263.5135135","14.5043573","138.2682",,"2838.12408238292","2185.42800388292","652.6960785",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1729","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"304.0540541","15.86601307","133.2402",,"3246.78377125852","2532.81318310852","713.97058815",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1730","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"317.5675676","20.76797386","160.8939",,"3526.06675784959","2591.50793414959","934.5588237",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1731","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"304.0540541","16.54684096","158.3799",,"3268.68118315713","2524.07333995713","744.6078432",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1732","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_np","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"385.1351351","18.7254902","186.0335",,"4068.48262997538","3225.83557097538","842.647059",,,,,"7.28",,"0.85","8.3",,"24","38","38"
"1733","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"229.7297297","13.00653595","130.7263",,"2485.89572226328","1900.60160451328","585.29411775",,,,,"9.92",,"1.08","8.3",,"24","38","38"
"1734","33",,"35.2","107.67",,"967","10.62","595.55","snow","Temperate Broadleaf & Mixed Forests","cropping; fertilizer","grain_npm","0","20",,"Calcaric Regosol","cropland",,,,"bulk soil",,"229.7297297","9.874727669","105.5866",,"2385.16762794779","1940.80488284279","444.362745105",,,,,"9.92",,"1.08","8.3",,"24","38","38"
