"SNDB_record_number","SNDB_study_number","notes","Latitude","Longitude","lat_lon_notes","elevation_m","MAT","MAP","ClimateTypes","biome_name","treatment","treatment_level","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","soc","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"2040","139",NA,35.12,-101.5,NA,"1058",13.95,516.42,"arid","Temperate Grasslands, Savannas & Shrublands",NA,NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,180,12,71,17,2005.95502129523,1465.95502129523,540,NA,NA,NA,NA,NA,"4.2","0.47",NA,NA,NA,NA,NA
"2041","139",NA,49.57,11.34,NA,"355",7.43,776,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,NA,NA,"Oi",NA,"forest",NA,NA,NA,"bulk soil",NA,3656,65,1025,43,34994.5896986825,32069.5896986825,2925,NA,NA,NA,NA,NA,"370","12.1",NA,NA,NA,NA,NA
"2042","139",NA,49.57,11.34,NA,"355",7.43,776,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,NA,NA,"Oe",NA,"forest",NA,NA,NA,"bulk soil",NA,5164,128,919,297,50592.8535604824,44832.8535604824,5760,NA,NA,NA,NA,NA,"420","13.2",NA,NA,NA,NA,NA
"2043","139",NA,49.57,11.34,NA,"355",7.43,776,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,NA,NA,"Oa",NA,"forest",NA,NA,NA,"bulk soil",NA,1835,79,604,69,19055.8705568603,15500.8705568603,3555,NA,NA,NA,NA,NA,"290","9.9",NA,NA,NA,NA,NA
"2044","139",NA,49.57,11.34,NA,"355",7.43,776,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,"0","5",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,884,66,322,38,10078.7526171238,7108.75261712375,2970,NA,NA,NA,NA,NA,"70","2",NA,NA,NA,NA,NA
"2045","139",NA,49.39,-103.51,NA,"248",3.71,414.76,"snow","Temperate Grasslands, Savannas & Shrublands",NA,NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1615,81,1126,33,17140.1963937428,13495.1963937428,3645,NA,NA,NA,NA,NA,"42.3","4.23",NA,NA,NA,NA,NA
"2046","139",NA,49.39,-103.51,NA,"248",3.71,414.76,"snow","Temperate Grasslands, Savannas & Shrublands",NA,NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1676,86,1099,35,17850.0109859491,13980.0109859491,3870,NA,NA,NA,NA,NA,"42.3","4.23",NA,NA,NA,NA,NA
"2047","139",NA,35.12,-101.5,NA,"1058",13.95,516.42,"arid","Temperate Grasslands, Savannas & Shrublands",NA,NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,82,7,36,3,963.140429088883,648.140429088883,315,NA,NA,NA,NA,NA,"4.2","0.47",NA,NA,NA,NA,NA
"2048","139",NA,35.12,-101.5,NA,"1058",13.95,516.42,"arid","Temperate Grasslands, Savannas & Shrublands",NA,NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,180,7,103,4,1845.14042908888,1530.14042908888,315,NA,NA,NA,NA,NA,"4.2","0.47",NA,NA,NA,NA,NA
"2049","139",NA,49.57,11.34,NA,"355",7.43,776,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,NA,NA,"Oe",NA,"forest",NA,NA,NA,"bulk soil",NA,5159,161,1522,142,51609.2298690443,44364.2298690443,7245,NA,NA,NA,NA,NA,"420","13.2",NA,NA,NA,NA,NA
"2050","139",NA,49.57,11.34,NA,"355",7.43,776,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,NA,NA,"Oe",NA,"forest",NA,NA,NA,"bulk soil",NA,4700,99,1235,121,45484.1289256856,41029.1289256856,4455,NA,NA,NA,NA,NA,"420","13.2",NA,NA,NA,NA,NA
"2051","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,3354.777,NA,NA,NA,NA,NA,NA,"3.764706",NA,NA,NA,NA,NA,NA,NA
"2052","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,3077.12,NA,NA,NA,NA,NA,NA,"4.470588",NA,NA,NA,NA,NA,NA,NA
"2053","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,3018.893,NA,NA,NA,NA,NA,NA,"3.647059",NA,NA,NA,NA,NA,NA,NA
"2054","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,2896.558,NA,NA,NA,NA,NA,NA,"3.470588",NA,NA,NA,NA,NA,NA,NA
"2055","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,2482.77,NA,NA,NA,NA,NA,NA,"2.058824",NA,NA,NA,NA,NA,NA,NA
"2056","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,2263.367,NA,NA,NA,NA,NA,NA,"5.823529",NA,NA,NA,NA,NA,NA,NA
"2057","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,2256.83,NA,NA,NA,NA,NA,NA,"5.882353",NA,NA,NA,NA,NA,NA,NA
"2058","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,2069.513,NA,NA,NA,NA,NA,NA,"4.352941",NA,NA,NA,NA,NA,NA,NA
"2059","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1983.711,NA,NA,NA,NA,NA,NA,"4.705882",NA,NA,NA,NA,NA,NA,NA
"2060","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,2017.047,NA,NA,NA,NA,NA,NA,"3.235294",NA,NA,NA,NA,NA,NA,NA
"2061","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,2017.116,NA,NA,NA,NA,NA,NA,"2.588235",NA,NA,NA,NA,NA,NA,NA
"2062","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1908.575,NA,NA,NA,NA,NA,NA,"1.941176",NA,NA,NA,NA,NA,NA,NA
"2063","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1856.336,NA,NA,NA,NA,NA,NA,"2.705882",NA,NA,NA,NA,NA,NA,NA
"2064","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1800.325,NA,NA,NA,NA,NA,NA,"3.941176",NA,NA,NA,NA,NA,NA,NA
"2065","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1684.387,NA,NA,NA,NA,NA,NA,"4.529412",NA,NA,NA,NA,NA,NA,NA
"2066","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1635.679,NA,NA,NA,NA,NA,NA,"3.588235",NA,NA,NA,NA,NA,NA,NA
"2067","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1695.705,NA,NA,NA,NA,NA,NA,"4.470588",NA,NA,NA,NA,NA,NA,NA
"2068","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1725.718,NA,NA,NA,NA,NA,NA,"2.882353",NA,NA,NA,NA,NA,NA,NA
"2069","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1845.888,NA,NA,NA,NA,NA,NA,"2.705882",NA,NA,NA,NA,NA,NA,NA
"2070","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1662.428,NA,NA,NA,NA,NA,NA,"3.764706",NA,NA,NA,NA,NA,NA,NA
"2071","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1594.907,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA
"2072","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1553.704,NA,NA,NA,NA,NA,NA,"1.882353",NA,NA,NA,NA,NA,NA,NA
"2073","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1493.871,NA,NA,NA,NA,NA,NA,"1.176471",NA,NA,NA,NA,NA,NA,NA
"2074","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1400.386,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA
"2075","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1362.922,NA,NA,NA,NA,NA,NA,"2.058824",NA,NA,NA,NA,NA,NA,NA
"2076","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1396.515,NA,NA,NA,NA,NA,NA,"2.117647",NA,NA,NA,NA,NA,NA,NA
"2077","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1142.368,NA,NA,NA,NA,NA,NA,"2.941176",NA,NA,NA,NA,NA,NA,NA
"2078","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1232.175,NA,NA,NA,NA,NA,NA,"3.411765",NA,NA,NA,NA,NA,NA,NA
"2079","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1284.586,NA,NA,NA,NA,NA,NA,"3.529412",NA,NA,NA,NA,NA,NA,NA
"2080","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1423.007,NA,NA,NA,NA,NA,NA,"4.588235",NA,NA,NA,NA,NA,NA,NA
"2081","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1363.505,NA,NA,NA,NA,NA,NA,"4.235294",NA,NA,NA,NA,NA,NA,NA
"2082","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1139.075,NA,NA,NA,NA,NA,NA,"2.705882",NA,NA,NA,NA,NA,NA,NA
"2083","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1079.286,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA
"2084","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,959.6,NA,NA,NA,NA,NA,NA,"3.117647",NA,NA,NA,NA,NA,NA,NA
"2085","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,967.17,NA,NA,NA,NA,NA,NA,"2.823529",NA,NA,NA,NA,NA,NA,NA
"2086","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1094.628,NA,NA,NA,NA,NA,NA,"4.117647",NA,NA,NA,NA,NA,NA,NA
"2087","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,869.932,NA,NA,NA,NA,NA,NA,"4.764706",NA,NA,NA,NA,NA,NA,NA
"2088","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,881.344,NA,NA,NA,NA,NA,NA,"4.705882",NA,NA,NA,NA,NA,NA,NA
"2089","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,799.003,NA,NA,NA,NA,NA,NA,"5.470588",NA,NA,NA,NA,NA,NA,NA
"2090","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,869.818,NA,NA,NA,NA,NA,NA,"5.764706",NA,NA,NA,NA,NA,NA,NA
"2091","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,720.085,NA,NA,NA,NA,NA,NA,"6.411765",NA,NA,NA,NA,NA,NA,NA
"2092","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,754.058,NA,NA,NA,NA,NA,NA,"7.882353",NA,NA,NA,NA,NA,NA,NA
"2093","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,641.962,NA,NA,NA,NA,NA,NA,"8.058824",NA,NA,NA,NA,NA,NA,NA
"2094","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,574.598,NA,NA,NA,NA,NA,NA,"8.235294",NA,NA,NA,NA,NA,NA,NA
"2095","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,519.111,NA,NA,NA,NA,NA,NA,"2.882353",NA,NA,NA,NA,NA,NA,NA
"2096","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,492.816,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA
"2097","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1629.586,NA,NA,NA,NA,NA,NA,"6.588235",NA,NA,NA,NA,NA,NA,NA
"2098","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1562.415,NA,NA,NA,NA,NA,NA,"8.058824",NA,NA,NA,NA,NA,NA,NA
"2099","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1416.622,NA,NA,NA,NA,NA,NA,"8.176471",NA,NA,NA,NA,NA,NA,NA
"2100","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1472.776,NA,NA,NA,NA,NA,NA,"9.411765",NA,NA,NA,NA,NA,NA,NA
"2101","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1521.548,NA,NA,NA,NA,NA,NA,"9.058824",NA,NA,NA,NA,NA,NA,NA
"2102","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1117.708,NA,NA,NA,NA,NA,NA,"8.823529",NA,NA,NA,NA,NA,NA,NA
"2103","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,1050.611,NA,NA,NA,NA,NA,NA,"9.235294",NA,NA,NA,NA,NA,NA,NA
"2104","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,796.292,NA,NA,NA,NA,NA,NA,"9.882353",NA,NA,NA,NA,NA,NA,NA
"2105","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,575.986,NA,NA,NA,NA,NA,NA,"10.76471",NA,NA,NA,NA,NA,NA,NA
"2106","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,400.264,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"2107","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,419.181,NA,NA,NA,NA,NA,NA,"13.76471",NA,NA,NA,NA,NA,NA,NA
"2108","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,423.275,NA,NA,NA,NA,NA,NA,"6.352941",NA,NA,NA,NA,NA,NA,NA
"2109","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,311.011,NA,NA,NA,NA,NA,NA,"6.176471",NA,NA,NA,NA,NA,NA,NA
"2110","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,228.695,NA,NA,NA,NA,NA,NA,"4.705882",NA,NA,NA,NA,NA,NA,NA
"2111","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,352.479,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA
"2112","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,812.331,NA,NA,NA,NA,NA,NA,"4.529412",NA,NA,NA,NA,NA,NA,NA
"2113","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,726.336,NA,NA,NA,NA,NA,NA,"4.764706",NA,NA,NA,NA,NA,NA,NA
"2114","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,217.93,NA,NA,NA,NA,NA,NA,"4.882353",NA,NA,NA,NA,NA,NA,NA
"2115","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,139.432,NA,NA,NA,NA,NA,NA,"5.117647",NA,NA,NA,NA,NA,NA,NA
"2116","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,244.215,NA,NA,NA,NA,NA,NA,"5.235294",NA,NA,NA,NA,NA,NA,NA
"2117","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,390.008,NA,NA,NA,NA,NA,NA,"3.647059",NA,NA,NA,NA,NA,NA,NA
"2118","140",NA,37.833,118.833,"37°33′–38°09′N, 118°35′–119°13′E",NA,13.75,547.54,"snow","Flooded Grasslands & Savannas",NA,NA,"0","20",NA,NA,"wetland",NA,NA,NA,"bulk soil",NA,NA,NA,NA,NA,364.029,NA,NA,NA,NA,NA,NA,"3.764706",NA,NA,NA,NA,NA,NA,NA
