ACTION,AS_units,AS_COMPLETION,ROW_COMPLETION,skip,checked_for_duplicates,row_number,Source,Source DOI,author,author_doi,data_location,sample,notes,notes1,notes2,treatment_OLD,treatment,treatment_NOTES,treatment_level,latitude,longitude,lat_lon_notes,location,elevation_m,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,aridity,plant_species,MAP(mm),MAT(°),Duration (year),year_sampled,fraction_scheme,aggregate_size_OLD,aggregate_size,amino_sugars,AS_units,gluN,gluN_units,murA,murA_units,galN,galN_units,manN,manN_units,microbial_necromass_C,MNC_units,fungal_necromass_C,FNC_units,bacterial_necromass_C,BNC_units,bacterial_biomass_C,bbc_units,fungal_biomass_C,fbc_units,microbial_biomass_C,MBC-units,microbial_biomass_N,MBN-units,soc,SOC_units,soil_C,TC_units,soil_N,TN_units,soil C/N,pH,pH_method,clay,silt,sand,texture,bulk_density,Method,other_variables_available
checked?,,,,,,2,,,,,,,,,,check,,,check,,,,,,,,,,checked,checked,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET UNITS,,GET UNITS,,GET UNITS,CHECK UNITS,,CHECK UNITS,,,,,,,,,,,
,,,,,Y,2,,,,,,,,,,,,,,,,,,m,cm,cm,,,,,,,,,,,bulk vs. aggregate,,,,,ug/g = mg/kg,,,,,,,,mg/kg,,mg/kg,,mg/kg,,,ug/g,,ug/g,mg/kg soil,,mg/kg soil,,,,mg/g = g/kg,,mg/g = g/kg,,,,,,,,,gcm3,,
,,,,,,3,STUDY,,,,,,,,,EXPERIMENTAL,,,,,,,,,,,,,,,,,,,,,,,,AMINO SUGARS,,,,,,,,,,NECROMASS,,,,,,BIOMASS,,,,,,,,SOIL,,,,,,,,,,,,,,,
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrt: rice-rapeseed, till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4000,??,2000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRr: double rice-rapeseed,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4500,??,2500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRm: double rice-chinese milk vetch,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000,??,2500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DR: double rice,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1500,??,500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrnt: rice-rapeseed, no till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1500,??,800,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrt: rice-rapeseed, till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2000,??,1000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRr: double rice-rapeseed,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2500,??,1200,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRm: double rice-chinese milk vetch,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2500,??,1200,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Luo et al. 2026,https://doi.org/10.1002/ldr.70586,Fig,,,,,fertilizer,amendment,,Treatment,36°27′16″ N,113°00′56″ E,N/A,N/A,980,0,20,N/A,N/A,cropland,N/A,N/A,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Total microbia necromass C (mg/kg),,Fungal necromass C (mg/kg),,Bacterial necromass C (mg/kg),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Luo et al. 2026,https://doi.org/10.1002/ldr.70586,Fig,,,,,fertilizer,amendment,,CK,36°27′16″ N,113°00′56″ E,N/A,N/A,980,0,20,N/A,N/A,cropland,N/A,N/A,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1700,mg/kg,900,mg/kg,300,mg/kg,N/A,N/A,N/A,N/A,56.18,mg/kg,11.29,mg/kg,N/A,N/A,,N/A,0.34,g/kg,N/A,8.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Luo et al. 2026,https://doi.org/10.1002/ldr.70586,Fig,,,,,fertilizer,amendment,,F,36°27′16″ N,113°00′56″ E,N/A,N/A,980,0,20,N/A,N/A,cropland,N/A,N/A,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2150,mg/kg,1700,mg/kg,450,mg/kg,N/A,N/A,N/A,N/A,61.41,mg/kg,12.42,mg/kg,N/A,N/A,,N/A,0.66,g/kg,N/A,8.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Luo et al. 2026,https://doi.org/10.1002/ldr.70586,Fig,,,,,fertilizer,amendment,,HMF,36°27′16″ N,113°00′56″ E,N/A,N/A,980,0,20,N/A,N/A,cropland,N/A,N/A,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2700,mg/kg,2100,mg/kg,550,mg/kg,N/A,N/A,N/A,N/A,97.65,mg/kg,20.04,mg/kg,N/A,N/A,,N/A,1.05,g/kg,N/A,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Luo et al. 2026,https://doi.org/10.1002/ldr.70586,Fig,,,,,fertilizer,amendment,,LMF,36°27′16″ N,113°00′56″ E,N/A,N/A,980,0,20,N/A,N/A,cropland,N/A,N/A,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2400,mg/kg,1900,mg/kg,550,mg/kg,N/A,N/A,N/A,N/A,111.79,mg/kg,23.97,mg/kg,N/A,N/A,,N/A,1.28,g/kg,N/A,7.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
redo?,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Type,,Elevation (m),Value (g kg⁻¹),,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,1700,13,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,1700,13.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,1700,14,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,1700,15,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,2200,15,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,2200,16,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,2200,17,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,2600,18,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,2600,22,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,2600,23,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,3300,23,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,3300,24,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,3500,25,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil MNC,,3500,30,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,1700,6,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,1700,6.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,1700,7,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,2200,8,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,2200,8.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,2200,9,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,2600,8,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,2600,8.5,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,2600,9,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,3300,10,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,3300,10.5,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,3500,11,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil MNC,,3500,11.5,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,1700,12,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,1700,13,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,1700,14,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,2200,16,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,2200,17,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,2200,18,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,2600,17,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,2600,18,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,3300,20,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,3300,21,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,3500,22,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil FNC,,3500,24,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,1700,6,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,1700,6.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,1700,7,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,2200,7,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,2200,7.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,2200,8,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,2600,7,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,2600,7.5,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,3300,8,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,3300,9,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,3500,8,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil FNC,,3500,10,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,1700,1.2,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,1700,1.3,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,1700,1.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,2200,1,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,2200,1.3,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,2200,1.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,2600,1.2,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,2600,1.5,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,3300,3.5,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,3300,4,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,3500,4.5,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Topsoil BNC,,3500,6,,,,,,,,,,,,,Haplic Cambisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil BNC,,1700,0.4,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil BNC,,1700,0.5,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,needs redo,,,,,Jing et al. 2026,https://doi.org/10.1186/s13717-025-00667-0,Fig,Subsoil BNC,,1700,0.6,,,,,,,,,,,,,Haplic Luvisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
